Upper tier local authorities Code,Upper tier local authorities,Age (86 categories) Code,Age (86 categories),Ethnic group (8 categories) Code,Ethnic group (8 categories),Sex (2 categories) Code,Sex (2 categories),Observation
E09000001,City of London,19,Aged 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,0
E09000001,City of London,19,Aged 19 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,1
E09000001,City of London,19,Aged 19 years,3,Mixed or Multiple ethnic groups,1,Female,2
E09000001,City of London,19,Aged 19 years,3,Mixed or Multiple ethnic groups,2,Male,3
E09000001,City of London,19,Aged 19 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,8
E09000001,City of London,19,Aged 19 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,3
E09000001,City of London,19,Aged 19 years,5,White: Irish,1,Female,0
E09000001,City of London,19,Aged 19 years,5,White: Irish,2,Male,0
E09000001,City of London,19,Aged 19 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,15
E09000001,City of London,19,Aged 19 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,10
E09000001,City of London,19,Aged 19 years,7,Other ethnic group,1,Female,2
E09000001,City of London,19,Aged 19 years,7,Other ethnic group,2,Male,4
E09000001,City of London,20,Aged 20 years,-8,Does not apply,1,Female,0
E09000001,City of London,20,Aged 20 years,-8,Does not apply,2,Male,0
E09000001,City of London,20,Aged 20 years,1,"Asian, Asian British or Asian Welsh",1,Female,17
E09000001,City of London,20,Aged 20 years,1,"Asian, Asian British or Asian Welsh",2,Male,36
E09000001,City of London,20,Aged 20 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,2
E09000001,City of London,20,Aged 20 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,2
E09000001,City of London,20,Aged 20 years,3,Mixed or Multiple ethnic groups,1,Female,4
E09000001,City of London,20,Aged 20 years,3,Mixed or Multiple ethnic groups,2,Male,2
E09000001,City of London,20,Aged 20 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,8
E09000001,City of London,20,Aged 20 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,8
E09000001,City of London,20,Aged 20 years,5,White: Irish,1,Female,0
E09000001,City of London,20,Aged 20 years,5,White: Irish,2,Male,0
E09000001,City of London,20,Aged 20 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,19
E09000001,City of London,20,Aged 20 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,10
E09000001,City of London,20,Aged 20 years,7,Other ethnic group,1,Female,6
E09000001,City of London,20,Aged 20 years,7,Other ethnic group,2,Male,1
E09000001,City of London,21,Aged 21 years,-8,Does not apply,1,Female,0
E09000001,City of London,21,Aged 21 years,-8,Does not apply,2,Male,0
E09000001,City of London,21,Aged 21 years,1,"Asian, Asian British or Asian Welsh",1,Female,25
E09000001,City of London,21,Aged 21 years,1,"Asian, Asian British or Asian Welsh",2,Male,20
E09000001,City of London,21,Aged 21 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,1
E09000001,City of London,21,Aged 21 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,2
E09000001,City of London,21,Aged 21 years,3,Mixed or Multiple ethnic groups,1,Female,9
E09000001,City of London,21,Aged 21 years,3,Mixed or Multiple ethnic groups,2,Male,2
E09000001,City of London,21,Aged 21 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,20
E09000001,City of London,21,Aged 21 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,11
E09000001,City of London,21,Aged 21 years,5,White: Irish,1,Female,0
E09000001,City of London,21,Aged 21 years,5,White: Irish,2,Male,2
E09000001,City of London,21,Aged 21 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,16
E09000001,City of London,21,Aged 21 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,23
E09000001,City of London,21,Aged 21 years,7,Other ethnic group,1,Female,0
E09000001,City of London,21,Aged 21 years,7,Other ethnic group,2,Male,3
E09000001,City of London,22,Aged 22 years,-8,Does not apply,1,Female,0
E09000001,City of London,22,Aged 22 years,-8,Does not apply,2,Male,0
E09000001,City of London,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",1,Female,36
E09000001,City of London,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",2,Male,29
E09000001,City of London,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,5
E09000001,City of London,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,2
E09000001,City of London,22,Aged 22 years,3,Mixed or Multiple ethnic groups,1,Female,5
E09000001,City of London,22,Aged 22 years,3,Mixed or Multiple ethnic groups,2,Male,10
E09000001,City of London,22,Aged 22 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,16
E09000001,City of London,22,Aged 22 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,29
E09000001,City of London,22,Aged 22 years,5,White: Irish,1,Female,0
E09000001,City of London,22,Aged 22 years,5,White: Irish,2,Male,2
E09000001,City of London,22,Aged 22 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,24
E09000001,City of London,22,Aged 22 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,19
E09000001,City of London,22,Aged 22 years,7,Other ethnic group,1,Female,6
E09000001,City of London,22,Aged 22 years,7,Other ethnic group,2,Male,9
E09000001,City of London,23,Aged 23 years,-8,Does not apply,1,Female,0
E09000001,City of London,23,Aged 23 years,-8,Does not apply,2,Male,0
E09000001,City of London,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",1,Female,30
E09000001,City of London,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",2,Male,43
E09000001,City of London,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,2
E09000001,City of London,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,0
E09000001,City of London,23,Aged 23 years,3,Mixed or Multiple ethnic groups,1,Female,10
E09000001,City of London,23,Aged 23 years,3,Mixed or Multiple ethnic groups,2,Male,14
E09000001,City of London,23,Aged 23 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,61
E09000001,City of London,23,Aged 23 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,49
E09000001,City of London,23,Aged 23 years,5,White: Irish,1,Female,3
E09000001,City of London,23,Aged 23 years,5,White: Irish,2,Male,1
E09000001,City of London,23,Aged 23 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,43
E09000001,City of London,23,Aged 23 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,33
E09000001,City of London,23,Aged 23 years,7,Other ethnic group,1,Female,9
E09000001,City of London,23,Aged 23 years,7,Other ethnic group,2,Male,9
E09000001,City of London,24,Aged 24 years,-8,Does not apply,1,Female,0
E09000001,City of London,24,Aged 24 years,-8,Does not apply,2,Male,0
E09000001,City of London,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",1,Female,30
E09000001,City of London,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",2,Male,28
E09000001,City of London,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,3
E09000001,City of London,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,0
E09000001,City of London,24,Aged 24 years,3,Mixed or Multiple ethnic groups,1,Female,9
E09000001,City of London,24,Aged 24 years,3,Mixed or Multiple ethnic groups,2,Male,6
E09000001,City of London,24,Aged 24 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,34
E09000001,City of London,24,Aged 24 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,36
E09000001,City of London,24,Aged 24 years,5,White: Irish,1,Female,3
E09000001,City of London,24,Aged 24 years,5,White: Irish,2,Male,4
E09000001,City of London,24,Aged 24 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,30
E09000001,City of London,24,Aged 24 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,17
E09000001,City of London,24,Aged 24 years,7,Other ethnic group,1,Female,8
E09000001,City of London,24,Aged 24 years,7,Other ethnic group,2,Male,15
E09000001,City of London,25,Aged 25 years,-8,Does not apply,1,Female,0
E09000001,City of London,25,Aged 25 years,-8,Does not apply,2,Male,0
E09000001,City of London,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",1,Female,38
E09000001,City of London,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",2,Male,21
E09000001,City of London,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,3
E09000001,City of London,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,6
E09000001,City of London,25,Aged 25 years,3,Mixed or Multiple ethnic groups,1,Female,12
E09000001,City of London,25,Aged 25 years,3,Mixed or Multiple ethnic groups,2,Male,7
E09000001,City of London,25,Aged 25 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,29
E09000001,City of London,25,Aged 25 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,49
E09000001,City of London,25,Aged 25 years,5,White: Irish,1,Female,2
E09000001,City of London,25,Aged 25 years,5,White: Irish,2,Male,1
E09000001,City of London,25,Aged 25 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,21
E09000001,City of London,25,Aged 25 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,48
E09000001,City of London,25,Aged 25 years,7,Other ethnic group,1,Female,6
E09000001,City of London,25,Aged 25 years,7,Other ethnic group,2,Male,4
E09000001,City of London,26,Aged 26 years,-8,Does not apply,1,Female,0
E09000001,City of London,26,Aged 26 years,-8,Does not apply,2,Male,0
E09000001,City of London,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",1,Female,26
E09000001,City of London,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",2,Male,24
E09000001,City of London,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,2
E09000001,City of London,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,2
E09000001,City of London,26,Aged 26 years,3,Mixed or Multiple ethnic groups,1,Female,6
E09000001,City of London,26,Aged 26 years,3,Mixed or Multiple ethnic groups,2,Male,10
E09000001,City of London,26,Aged 26 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,25
E09000001,City of London,26,Aged 26 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,56
E09000001,City of London,26,Aged 26 years,5,White: Irish,1,Female,1
E09000001,City of London,26,Aged 26 years,5,White: Irish,2,Male,4
E09000001,City of London,26,Aged 26 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,47
E09000001,City of London,26,Aged 26 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,46
E09000001,City of London,26,Aged 26 years,7,Other ethnic group,1,Female,4
E09000001,City of London,26,Aged 26 years,7,Other ethnic group,2,Male,8
E09000001,City of London,27,Aged 27 years,-8,Does not apply,1,Female,0
E09000001,City of London,27,Aged 27 years,-8,Does not apply,2,Male,0
E09000001,City of London,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",1,Female,43
E09000001,City of London,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",2,Male,20
E09000001,City of London,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,1
E09000001,City of London,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,1
E09000001,City of London,27,Aged 27 years,3,Mixed or Multiple ethnic groups,1,Female,2
E09000001,City of London,27,Aged 27 years,3,Mixed or Multiple ethnic groups,2,Male,8
E09000001,City of London,27,Aged 27 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,27
E09000001,City of London,27,Aged 27 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,29
E09000001,City of London,27,Aged 27 years,5,White: Irish,1,Female,3
E09000001,City of London,27,Aged 27 years,5,White: Irish,2,Male,1
E09000001,City of London,27,Aged 27 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,38
E09000001,City of London,27,Aged 27 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,49
E09000001,City of London,27,Aged 27 years,7,Other ethnic group,1,Female,7
E09000001,City of London,27,Aged 27 years,7,Other ethnic group,2,Male,8
E09000001,City of London,28,Aged 28 years,-8,Does not apply,1,Female,0
E09000001,City of London,28,Aged 28 years,-8,Does not apply,2,Male,0
E09000001,City of London,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",1,Female,28
E09000001,City of London,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",2,Male,31
E09000001,City of London,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,4
E09000001,City of London,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,0
E09000001,City of London,28,Aged 28 years,3,Mixed or Multiple ethnic groups,1,Female,6
E09000001,City of London,28,Aged 28 years,3,Mixed or Multiple ethnic groups,2,Male,5
E09000001,City of London,28,Aged 28 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,29
E09000001,City of London,28,Aged 28 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,38
E09000001,City of London,28,Aged 28 years,5,White: Irish,1,Female,1
E09000001,City of London,28,Aged 28 years,5,White: Irish,2,Male,0
E09000001,City of London,28,Aged 28 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,31
E09000001,City of London,28,Aged 28 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,37
E09000001,City of London,28,Aged 28 years,7,Other ethnic group,1,Female,5
E09000001,City of London,28,Aged 28 years,7,Other ethnic group,2,Male,8
E09000001,City of London,29,Aged 29 years,-8,Does not apply,1,Female,0
E09000001,City of London,29,Aged 29 years,-8,Does not apply,2,Male,0
E09000001,City of London,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",1,Female,25
E09000001,City of London,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",2,Male,26
E09000001,City of London,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,3
E09000001,City of London,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,0
E09000001,City of London,29,Aged 29 years,3,Mixed or Multiple ethnic groups,1,Female,8
E09000001,City of London,29,Aged 29 years,3,Mixed or Multiple ethnic groups,2,Male,6
E09000001,City of London,29,Aged 29 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,32
E09000001,City of London,29,Aged 29 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,44
E09000001,City of London,29,Aged 29 years,5,White: Irish,1,Female,4
E09000001,City of London,29,Aged 29 years,5,White: Irish,2,Male,2
E09000001,City of London,29,Aged 29 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,37
E09000001,City of London,29,Aged 29 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,45
E09000001,City of London,29,Aged 29 years,7,Other ethnic group,1,Female,6
E09000001,City of London,29,Aged 29 years,7,Other ethnic group,2,Male,2
E09000001,City of London,30,Aged 30 years,-8,Does not apply,1,Female,0
E09000001,City of London,30,Aged 30 years,-8,Does not apply,2,Male,0
E09000001,City of London,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",1,Female,22
E09000001,City of London,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",2,Male,34
E09000001,City of London,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,2
E09000001,City of London,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,2
E09000001,City of London,30,Aged 30 years,3,Mixed or Multiple ethnic groups,1,Female,5
E09000001,City of London,30,Aged 30 years,3,Mixed or Multiple ethnic groups,2,Male,14
E09000001,City of London,30,Aged 30 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,24
E09000001,City of London,30,Aged 30 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,37
E09000001,City of London,30,Aged 30 years,5,White: Irish,1,Female,1
E09000001,City of London,30,Aged 30 years,5,White: Irish,2,Male,5
E09000001,City of London,30,Aged 30 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,42
E09000001,City of London,30,Aged 30 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,41
E09000001,City of London,30,Aged 30 years,7,Other ethnic group,1,Female,7
E09000001,City of London,30,Aged 30 years,7,Other ethnic group,2,Male,4
E09000001,City of London,31,Aged 31 years,-8,Does not apply,1,Female,0
