Upper tier local authorities Code,Upper tier local authorities,Age (86 categories) Code,Age (86 categories),Ethnic group (8 categories) Code,Ethnic group (8 categories),Sex (2 categories) Code,Sex (2 categories),Observation
E09000013,Hammersmith and Fulham,68,Aged 68 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,262
E09000013,Hammersmith and Fulham,68,Aged 68 years,5,White: Irish,1,Female,27
E09000013,Hammersmith and Fulham,68,Aged 68 years,5,White: Irish,2,Male,29
E09000013,Hammersmith and Fulham,68,Aged 68 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,89
E09000013,Hammersmith and Fulham,68,Aged 68 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,56
E09000013,Hammersmith and Fulham,68,Aged 68 years,7,Other ethnic group,1,Female,32
E09000013,Hammersmith and Fulham,68,Aged 68 years,7,Other ethnic group,2,Male,31
E09000013,Hammersmith and Fulham,69,Aged 69 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,69,Aged 69 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",1,Female,63
E09000013,Hammersmith and Fulham,69,Aged 69 years,1,"Asian, Asian British or Asian Welsh",2,Male,45
E09000013,Hammersmith and Fulham,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,61
E09000013,Hammersmith and Fulham,69,Aged 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,31
E09000013,Hammersmith and Fulham,69,Aged 69 years,3,Mixed or Multiple ethnic groups,1,Female,20
E09000013,Hammersmith and Fulham,69,Aged 69 years,3,Mixed or Multiple ethnic groups,2,Male,6
E09000013,Hammersmith and Fulham,69,Aged 69 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,276
E09000013,Hammersmith and Fulham,69,Aged 69 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,276
E09000013,Hammersmith and Fulham,69,Aged 69 years,5,White: Irish,1,Female,30
E09000013,Hammersmith and Fulham,69,Aged 69 years,5,White: Irish,2,Male,35
E09000013,Hammersmith and Fulham,69,Aged 69 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,88
E09000013,Hammersmith and Fulham,69,Aged 69 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,52
E09000013,Hammersmith and Fulham,69,Aged 69 years,7,Other ethnic group,1,Female,28
E09000013,Hammersmith and Fulham,69,Aged 69 years,7,Other ethnic group,2,Male,37
E09000013,Hammersmith and Fulham,70,Aged 70 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,70,Aged 70 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",1,Female,51
E09000013,Hammersmith and Fulham,70,Aged 70 years,1,"Asian, Asian British or Asian Welsh",2,Male,33
E09000013,Hammersmith and Fulham,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,60
E09000013,Hammersmith and Fulham,70,Aged 70 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,41
E09000013,Hammersmith and Fulham,70,Aged 70 years,3,Mixed or Multiple ethnic groups,1,Female,9
E09000013,Hammersmith and Fulham,70,Aged 70 years,3,Mixed or Multiple ethnic groups,2,Male,3
E09000013,Hammersmith and Fulham,70,Aged 70 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,275
E09000013,Hammersmith and Fulham,70,Aged 70 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,292
E09000013,Hammersmith and Fulham,70,Aged 70 years,5,White: Irish,1,Female,38
E09000013,Hammersmith and Fulham,70,Aged 70 years,5,White: Irish,2,Male,32
E09000013,Hammersmith and Fulham,70,Aged 70 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,74
E09000013,Hammersmith and Fulham,70,Aged 70 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,37
E09000013,Hammersmith and Fulham,70,Aged 70 years,7,Other ethnic group,1,Female,37
E09000013,Hammersmith and Fulham,70,Aged 70 years,7,Other ethnic group,2,Male,53
E09000013,Hammersmith and Fulham,71,Aged 71 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,71,Aged 71 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",1,Female,54
E09000013,Hammersmith and Fulham,71,Aged 71 years,1,"Asian, Asian British or Asian Welsh",2,Male,32
E09000013,Hammersmith and Fulham,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,51
E09000013,Hammersmith and Fulham,71,Aged 71 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,29
E09000013,Hammersmith and Fulham,71,Aged 71 years,3,Mixed or Multiple ethnic groups,1,Female,12
E09000013,Hammersmith and Fulham,71,Aged 71 years,3,Mixed or Multiple ethnic groups,2,Male,2
E09000013,Hammersmith and Fulham,71,Aged 71 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,280
E09000013,Hammersmith and Fulham,71,Aged 71 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,285
E09000013,Hammersmith and Fulham,71,Aged 71 years,5,White: Irish,1,Female,46
E09000013,Hammersmith and Fulham,71,Aged 71 years,5,White: Irish,2,Male,27
E09000013,Hammersmith and Fulham,71,Aged 71 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,73
E09000013,Hammersmith and Fulham,71,Aged 71 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,43
E09000013,Hammersmith and Fulham,71,Aged 71 years,7,Other ethnic group,1,Female,26
E09000013,Hammersmith and Fulham,71,Aged 71 years,7,Other ethnic group,2,Male,27
E09000013,Hammersmith and Fulham,72,Aged 72 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,72,Aged 72 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",1,Female,48
E09000013,Hammersmith and Fulham,72,Aged 72 years,1,"Asian, Asian British or Asian Welsh",2,Male,42
E09000013,Hammersmith and Fulham,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,48
E09000013,Hammersmith and Fulham,72,Aged 72 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,37
E09000013,Hammersmith and Fulham,72,Aged 72 years,3,Mixed or Multiple ethnic groups,1,Female,7
E09000013,Hammersmith and Fulham,72,Aged 72 years,3,Mixed or Multiple ethnic groups,2,Male,6
E09000013,Hammersmith and Fulham,72,Aged 72 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,286
E09000013,Hammersmith and Fulham,72,Aged 72 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,293
E09000013,Hammersmith and Fulham,72,Aged 72 years,5,White: Irish,1,Female,41
E09000013,Hammersmith and Fulham,72,Aged 72 years,5,White: Irish,2,Male,27
E09000013,Hammersmith and Fulham,72,Aged 72 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,68
E09000013,Hammersmith and Fulham,72,Aged 72 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,34
E09000013,Hammersmith and Fulham,72,Aged 72 years,7,Other ethnic group,1,Female,31
E09000013,Hammersmith and Fulham,72,Aged 72 years,7,Other ethnic group,2,Male,16
E09000013,Hammersmith and Fulham,73,Aged 73 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,73,Aged 73 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",1,Female,38
E09000013,Hammersmith and Fulham,73,Aged 73 years,1,"Asian, Asian British or Asian Welsh",2,Male,32
E09000013,Hammersmith and Fulham,73,Aged 73 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,46
E09000013,Hammersmith and Fulham,73,Aged 73 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,21
E09000013,Hammersmith and Fulham,73,Aged 73 years,3,Mixed or Multiple ethnic groups,1,Female,16
E09000013,Hammersmith and Fulham,73,Aged 73 years,3,Mixed or Multiple ethnic groups,2,Male,7
E09000013,Hammersmith and Fulham,73,Aged 73 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,314
E09000013,Hammersmith and Fulham,73,Aged 73 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,304
E09000013,Hammersmith and Fulham,73,Aged 73 years,5,White: Irish,1,Female,44
E09000013,Hammersmith and Fulham,73,Aged 73 years,5,White: Irish,2,Male,27
E09000013,Hammersmith and Fulham,73,Aged 73 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,67
E09000013,Hammersmith and Fulham,73,Aged 73 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,33
E09000013,Hammersmith and Fulham,73,Aged 73 years,7,Other ethnic group,1,Female,43
E09000013,Hammersmith and Fulham,73,Aged 73 years,7,Other ethnic group,2,Male,31
E09000013,Hammersmith and Fulham,74,Aged 74 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,74,Aged 74 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,74,Aged 74 years,1,"Asian, Asian British or Asian Welsh",1,Female,33
E09000013,Hammersmith and Fulham,74,Aged 74 years,1,"Asian, Asian British or Asian Welsh",2,Male,33
E09000013,Hammersmith and Fulham,74,Aged 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,43
E09000013,Hammersmith and Fulham,74,Aged 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,20
E09000013,Hammersmith and Fulham,74,Aged 74 years,3,Mixed or Multiple ethnic groups,1,Female,7
E09000013,Hammersmith and Fulham,74,Aged 74 years,3,Mixed or Multiple ethnic groups,2,Male,9
E09000013,Hammersmith and Fulham,74,Aged 74 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,305
E09000013,Hammersmith and Fulham,74,Aged 74 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,288
E09000013,Hammersmith and Fulham,74,Aged 74 years,5,White: Irish,1,Female,34
E09000013,Hammersmith and Fulham,74,Aged 74 years,5,White: Irish,2,Male,29
E09000013,Hammersmith and Fulham,74,Aged 74 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,63
E09000013,Hammersmith and Fulham,74,Aged 74 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,41
E09000013,Hammersmith and Fulham,74,Aged 74 years,7,Other ethnic group,1,Female,31
E09000013,Hammersmith and Fulham,74,Aged 74 years,7,Other ethnic group,2,Male,21
E09000013,Hammersmith and Fulham,75,Aged 75 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,75,Aged 75 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,75,Aged 75 years,1,"Asian, Asian British or Asian Welsh",1,Female,37
E09000013,Hammersmith and Fulham,75,Aged 75 years,1,"Asian, Asian British or Asian Welsh",2,Male,24
E09000013,Hammersmith and Fulham,75,Aged 75 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,46
E09000013,Hammersmith and Fulham,75,Aged 75 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,26
E09000013,Hammersmith and Fulham,75,Aged 75 years,3,Mixed or Multiple ethnic groups,1,Female,10
E09000013,Hammersmith and Fulham,75,Aged 75 years,3,Mixed or Multiple ethnic groups,2,Male,4
E09000013,Hammersmith and Fulham,75,Aged 75 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,238
E09000013,Hammersmith and Fulham,75,Aged 75 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,213
E09000013,Hammersmith and Fulham,75,Aged 75 years,5,White: Irish,1,Female,52
E09000013,Hammersmith and Fulham,75,Aged 75 years,5,White: Irish,2,Male,29
E09000013,Hammersmith and Fulham,75,Aged 75 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,48
E09000013,Hammersmith and Fulham,75,Aged 75 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,32
E09000013,Hammersmith and Fulham,75,Aged 75 years,7,Other ethnic group,1,Female,25
E09000013,Hammersmith and Fulham,75,Aged 75 years,7,Other ethnic group,2,Male,17
E09000013,Hammersmith and Fulham,76,Aged 76 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,76,Aged 76 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,76,Aged 76 years,1,"Asian, Asian British or Asian Welsh",1,Female,34
E09000013,Hammersmith and Fulham,76,Aged 76 years,1,"Asian, Asian British or Asian Welsh",2,Male,17
E09000013,Hammersmith and Fulham,76,Aged 76 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,39
E09000013,Hammersmith and Fulham,76,Aged 76 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,21
E09000013,Hammersmith and Fulham,76,Aged 76 years,3,Mixed or Multiple ethnic groups,1,Female,14
E09000013,Hammersmith and Fulham,76,Aged 76 years,3,Mixed or Multiple ethnic groups,2,Male,1
E09000013,Hammersmith and Fulham,76,Aged 76 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,208
E09000013,Hammersmith and Fulham,76,Aged 76 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,202
E09000013,Hammersmith and Fulham,76,Aged 76 years,5,White: Irish,1,Female,36
E09000013,Hammersmith and Fulham,76,Aged 76 years,5,White: Irish,2,Male,32
E09000013,Hammersmith and Fulham,76,Aged 76 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,57
E09000013,Hammersmith and Fulham,76,Aged 76 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,35
E09000013,Hammersmith and Fulham,76,Aged 76 years,7,Other ethnic group,1,Female,26
E09000013,Hammersmith and Fulham,76,Aged 76 years,7,Other ethnic group,2,Male,29
E09000013,Hammersmith and Fulham,77,Aged 77 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,77,Aged 77 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,77,Aged 77 years,1,"Asian, Asian British or Asian Welsh",1,Female,36
E09000013,Hammersmith and Fulham,77,Aged 77 years,1,"Asian, Asian British or Asian Welsh",2,Male,16
E09000013,Hammersmith and Fulham,77,Aged 77 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,49
E09000013,Hammersmith and Fulham,77,Aged 77 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,20
E09000013,Hammersmith and Fulham,77,Aged 77 years,3,Mixed or Multiple ethnic groups,1,Female,6
E09000013,Hammersmith and Fulham,77,Aged 77 years,3,Mixed or Multiple ethnic groups,2,Male,3
E09000013,Hammersmith and Fulham,77,Aged 77 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,209
E09000013,Hammersmith and Fulham,77,Aged 77 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,205
E09000013,Hammersmith and Fulham,77,Aged 77 years,5,White: Irish,1,Female,34
E09000013,Hammersmith and Fulham,77,Aged 77 years,5,White: Irish,2,Male,20
E09000013,Hammersmith and Fulham,77,Aged 77 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,55
E09000013,Hammersmith and Fulham,77,Aged 77 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,32
E09000013,Hammersmith and Fulham,77,Aged 77 years,7,Other ethnic group,1,Female,25
E09000013,Hammersmith and Fulham,77,Aged 77 years,7,Other ethnic group,2,Male,19
E09000013,Hammersmith and Fulham,78,Aged 78 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,78,Aged 78 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,78,Aged 78 years,1,"Asian, Asian British or Asian Welsh",1,Female,26
E09000013,Hammersmith and Fulham,78,Aged 78 years,1,"Asian, Asian British or Asian Welsh",2,Male,18
E09000013,Hammersmith and Fulham,78,Aged 78 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,58
E09000013,Hammersmith and Fulham,78,Aged 78 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,17
E09000013,Hammersmith and Fulham,78,Aged 78 years,3,Mixed or Multiple ethnic groups,1,Female,10
E09000013,Hammersmith and Fulham,78,Aged 78 years,3,Mixed or Multiple ethnic groups,2,Male,8
E09000013,Hammersmith and Fulham,78,Aged 78 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,210
E09000013,Hammersmith and Fulham,78,Aged 78 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,162
E09000013,Hammersmith and Fulham,78,Aged 78 years,5,White: Irish,1,Female,36
E09000013,Hammersmith and Fulham,78,Aged 78 years,5,White: Irish,2,Male,30
E09000013,Hammersmith and Fulham,78,Aged 78 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,51
E09000013,Hammersmith and Fulham,78,Aged 78 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,18
E09000013,Hammersmith and Fulham,78,Aged 78 years,7,Other ethnic group,1,Female,19
E09000013,Hammersmith and Fulham,78,Aged 78 years,7,Other ethnic group,2,Male,16
E09000013,Hammersmith and Fulham,79,Aged 79 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,79,Aged 79 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,79,Aged 79 years,1,"Asian, Asian British or Asian Welsh",1,Female,24
E09000013,Hammersmith and Fulham,79,Aged 79 years,1,"Asian, Asian British or Asian Welsh",2,Male,20
E09000013,Hammersmith and Fulham,79,Aged 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,50
E09000013,Hammersmith and Fulham,79,Aged 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,17
E09000013,Hammersmith and Fulham,79,Aged 79 years,3,Mixed or Multiple ethnic groups,1,Female,9
E09000013,Hammersmith and Fulham,79,Aged 79 years,3,Mixed or Multiple ethnic groups,2,Male,2
E09000013,Hammersmith and Fulham,79,Aged 79 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,179
E09000013,Hammersmith and Fulham,79,Aged 79 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,135
E09000013,Hammersmith and Fulham,79,Aged 79 years,5,White: Irish,1,Female,28
E09000013,Hammersmith and Fulham,79,Aged 79 years,5,White: Irish,2,Male,21
E09000013,Hammersmith and Fulham,79,Aged 79 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,46
E09000013,Hammersmith and Fulham,79,Aged 79 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,20
E09000013,Hammersmith and Fulham,79,Aged 79 years,7,Other ethnic group,1,Female,11
E09000013,Hammersmith and Fulham,79,Aged 79 years,7,Other ethnic group,2,Male,17
E09000013,Hammersmith and Fulham,80,Aged 80 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,80,Aged 80 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,80,Aged 80 years,1,"Asian, Asian British or Asian Welsh",1,Female,29
E09000013,Hammersmith and Fulham,80,Aged 80 years,1,"Asian, Asian British or Asian Welsh",2,Male,18
E09000013,Hammersmith and Fulham,80,Aged 80 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,61
E09000013,Hammersmith and Fulham,80,Aged 80 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,33
E09000013,Hammersmith and Fulham,80,Aged 80 years,3,Mixed or Multiple ethnic groups,1,Female,6
E09000013,Hammersmith and Fulham,80,Aged 80 years,3,Mixed or Multiple ethnic groups,2,Male,4
E09000013,Hammersmith and Fulham,80,Aged 80 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,158
E09000013,Hammersmith and Fulham,80,Aged 80 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,130
E09000013,Hammersmith and Fulham,80,Aged 80 years,5,White: Irish,1,Female,41
E09000013,Hammersmith and Fulham,80,Aged 80 years,5,White: Irish,2,Male,25
E09000013,Hammersmith and Fulham,80,Aged 80 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,44
E09000013,Hammersmith and Fulham,80,Aged 80 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,19
E09000013,Hammersmith and Fulham,80,Aged 80 years,7,Other ethnic group,1,Female,8
E09000013,Hammersmith and Fulham,80,Aged 80 years,7,Other ethnic group,2,Male,8
E09000013,Hammersmith and Fulham,81,Aged 81 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,81,Aged 81 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,81,Aged 81 years,1,"Asian, Asian British or Asian Welsh",1,Female,27
E09000013,Hammersmith and Fulham,81,Aged 81 years,1,"Asian, Asian British or Asian Welsh",2,Male,26
E09000013,Hammersmith and Fulham,81,Aged 81 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,56
E09000013,Hammersmith and Fulham,81,Aged 81 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,31
E09000013,Hammersmith and Fulham,81,Aged 81 years,3,Mixed or Multiple ethnic groups,1,Female,5
E09000013,Hammersmith and Fulham,81,Aged 81 years,3,Mixed or Multiple ethnic groups,2,Male,1
E09000013,Hammersmith and Fulham,81,Aged 81 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,177
E09000013,Hammersmith and Fulham,81,Aged 81 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,136
E09000013,Hammersmith and Fulham,81,Aged 81 years,5,White: Irish,1,Female,33
E09000013,Hammersmith and Fulham,81,Aged 81 years,5,White: Irish,2,Male,13
E09000013,Hammersmith and Fulham,81,Aged 81 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,38
E09000013,Hammersmith and Fulham,81,Aged 81 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,24
E09000013,Hammersmith and Fulham,81,Aged 81 years,7,Other ethnic group,1,Female,15
E09000013,Hammersmith and Fulham,81,Aged 81 years,7,Other ethnic group,2,Male,11
E09000013,Hammersmith and Fulham,82,Aged 82 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,82,Aged 82 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,82,Aged 82 years,1,"Asian, Asian British or Asian Welsh",1,Female,20
E09000013,Hammersmith and Fulham,82,Aged 82 years,1,"Asian, Asian British or Asian Welsh",2,Male,24
E09000013,Hammersmith and Fulham,82,Aged 82 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,52
E09000013,Hammersmith and Fulham,82,Aged 82 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,33
E09000013,Hammersmith and Fulham,82,Aged 82 years,3,Mixed or Multiple ethnic groups,1,Female,2
E09000013,Hammersmith and Fulham,82,Aged 82 years,3,Mixed or Multiple ethnic groups,2,Male,2
E09000013,Hammersmith and Fulham,82,Aged 82 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,165
E09000013,Hammersmith and Fulham,82,Aged 82 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,107
E09000013,Hammersmith and Fulham,82,Aged 82 years,5,White: Irish,1,Female,30
E09000013,Hammersmith and Fulham,82,Aged 82 years,5,White: Irish,2,Male,18
E09000013,Hammersmith and Fulham,82,Aged 82 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,30
E09000013,Hammersmith and Fulham,82,Aged 82 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,21
E09000013,Hammersmith and Fulham,82,Aged 82 years,7,Other ethnic group,1,Female,15
E09000013,Hammersmith and Fulham,82,Aged 82 years,7,Other ethnic group,2,Male,7
E09000013,Hammersmith and Fulham,83,Aged 83 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,83,Aged 83 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,83,Aged 83 years,1,"Asian, Asian British or Asian Welsh",1,Female,17
E09000013,Hammersmith and Fulham,83,Aged 83 years,1,"Asian, Asian British or Asian Welsh",2,Male,16
E09000013,Hammersmith and Fulham,83,Aged 83 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,39
E09000013,Hammersmith and Fulham,83,Aged 83 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,28
E09000013,Hammersmith and Fulham,83,Aged 83 years,3,Mixed or Multiple ethnic groups,1,Female,4
E09000013,Hammersmith and Fulham,83,Aged 83 years,3,Mixed or Multiple ethnic groups,2,Male,3
E09000013,Hammersmith and Fulham,83,Aged 83 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,128
E09000013,Hammersmith and Fulham,83,Aged 83 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,89
E09000013,Hammersmith and Fulham,83,Aged 83 years,5,White: Irish,1,Female,25
E09000013,Hammersmith and Fulham,83,Aged 83 years,5,White: Irish,2,Male,18
E09000013,Hammersmith and Fulham,83,Aged 83 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,35
E09000013,Hammersmith and Fulham,83,Aged 83 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,19
E09000013,Hammersmith and Fulham,83,Aged 83 years,7,Other ethnic group,1,Female,9
E09000013,Hammersmith and Fulham,83,Aged 83 years,7,Other ethnic group,2,Male,11
E09000013,Hammersmith and Fulham,84,Aged 84 years,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,84,Aged 84 years,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,84,Aged 84 years,1,"Asian, Asian British or Asian Welsh",1,Female,15
E09000013,Hammersmith and Fulham,84,Aged 84 years,1,"Asian, Asian British or Asian Welsh",2,Male,12
E09000013,Hammersmith and Fulham,84,Aged 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,44
E09000013,Hammersmith and Fulham,84,Aged 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,22
E09000013,Hammersmith and Fulham,84,Aged 84 years,3,Mixed or Multiple ethnic groups,1,Female,2
E09000013,Hammersmith and Fulham,84,Aged 84 years,3,Mixed or Multiple ethnic groups,2,Male,2
E09000013,Hammersmith and Fulham,84,Aged 84 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,124
E09000013,Hammersmith and Fulham,84,Aged 84 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,76
E09000013,Hammersmith and Fulham,84,Aged 84 years,5,White: Irish,1,Female,22
E09000013,Hammersmith and Fulham,84,Aged 84 years,5,White: Irish,2,Male,16
E09000013,Hammersmith and Fulham,84,Aged 84 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,28
E09000013,Hammersmith and Fulham,84,Aged 84 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,13
E09000013,Hammersmith and Fulham,84,Aged 84 years,7,Other ethnic group,1,Female,14
E09000013,Hammersmith and Fulham,84,Aged 84 years,7,Other ethnic group,2,Male,7
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,-8,Does not apply,1,Female,0
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,-8,Does not apply,2,Male,0
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",1,Female,62
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",2,Male,57
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,210
